"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q32","Q22_1","Q22_2","Q22_3","Q22_4","Q37","Q25","Q29","Q38","Q26","Q30","Q33","Q34","Q27","Q19","Q20","Q31","Q18","Q34.0","Q35","Q26.0","Q31.0","Q4","Q6","Q8","Q12","Q22","Q23","Q24","Q38_1","Q38_2","Q38_3","Q38_4","Q40","Q42","Q30.0","Q35.0","Q36","LocationLatitude","LocationLongitude","LocationAccuracy","grapes_total","almonds_total","mm_total","condition","Zgrapes","Zalmonds","Zmm","zoverall_food","Zgrapes_total","Zalmonds_total","Zmm_total","mm_grams","mm_accuracy","grapes_grams","grapes_accuracy","almonds_grams","almond_accuracy","overall_grams_inaccurate","overall_grams_eaten"
"R_0wUyhhoRy6ZwFU1","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-05 16:30:33,2015-03-05 16:58:32,1,1,0,0,300.327,0,1,NA,1,1,1,16,28,20,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","very much","not at all",1,"Male",19,"Yes","At the time of eating, I considered things like attempts to mediate the amount of food eaten.

I also considered the possibility of my lack of comfort at being scrutinized while I performed the activity.

Having read the questionnaire, I am leaning toard the second option.

But then again, I am a particularly paranoid person.","yes",1,0,0,30.031,0,1,"",171,100,104,"41.780395507812","-87.602699279785","-1",43,14,10,"control",-0.205857564820038,1.53549542712232,0.767353765514599,2.09699162781688,-0.691634004341755,-0.195810649652825,-0.314106619183054,16,-6,48,-5,33.6,-19.6,-30.6,67
"R_88M7y8DhccEu3rv","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-05 17:00:18,2015-03-05 17:32:54,1,1,0,0,346.518,0,1,1,NA,1,1,20,15,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Female",19,"No","Not entirely sure, but I think it has to do with how people feel about the judgment of others regarding food.","yes",1,0,0,30.03,0,1,"",98,93,103,"41.780395507812","-87.602699279785","-1",116,21,11,"observed",0.175024273172984,0.213962477549832,-0.217635786796317,0.171350963926499,0.686083169635963,0.313297039444522,-0.231195227317475,8,3,60,56,18,3,62,148
"R_38G9CcLpB09TrGl","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-05 17:33:01,2015-03-06 12:31:41,1,1,0,0,303.095,0,1,1,NA,1,1,25,30,8,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Other",21,"Yes","Something about watching people eat, and perceived calorie intake","no",NA,0,0,17.163,0,1,"",133,72,110,"41.780395507812","-87.602699279785","-1",81,42,4,"observed",0.651126570664262,1.73880818859501,-0.4146336972585,1.97530106200077,0.0255338396466457,1.84062010673656,-0.811574970376529,6.4,-2.4,75,6,36,6,9.6,127
"R_0v4iNV30a5TYKgZ","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 12:33:02,2015-03-06 12:58:17,1,1,0,0,300.115,0,1,NA,1,1,1,0,6,7,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Male",20,"Yes","Observe the reaction to being isolated with food","no",NA,0,0,30.024,0,1,"",212,108,109,"41.780395507812","-87.602699279785","-1",2,6,5,"control",-1.72938491679213,-0.700944949077277,-0.513132652489592,-2.943462518359,-1.46542036232924,-0.777648008621222,-0.72866357851095,5.6,-0.600000000000001,0,2,7.2,-1.2,0.2,13
"R_79EYsh80StZsS6F","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 12:59:29,2015-03-06 13:13:40,1,1,0,0,300.15,0,1,NA,1,1,1,20,16,12,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Female",20,"Yes","People will eat more of a less healthy food when they feel they're not being watched.","no",NA,2.267,2.267,26.459,1,1,"",136,94,97,"41.780395507812","-87.602699279785","-1",78,20,17,"control",0.175024273172984,0.315618858286177,-0.0206378763341337,0.470005255125028,-0.0310846743524386,0.240567369573473,0.266273123876,9.6,7.4,60,18,19.2,0.800000000000001,26.2,115
"R_2mJmUvbgUrpO2vr","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 13:14:14,2015-03-06 13:28:59,1,1,0,0,331.101,0,1,1,NA,1,1,20,1,1,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","not at all","not at all",1,"Female",18,"Yes","People consume food differently when they do or don't believe they re being observed","yes",1,0,0,16.755,0,1,"",130,112,111,"41.780395507812","-87.602699279785","-1",84,2,3,"observed",0.175024273172984,-1.209226852759,-1.10412638387614,-2.13832896346216,0.08215235364573,-1.06856668810542,-0.894486362242108,0.8,2.2,60,24,1.2,0.8,27,89
"R_dnaZiAmrZtpGo29","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 13:31:52,2015-03-06 13:42:48,1,1,0,0,300.152,0,1,NA,1,1,1,15,20,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Female",19,"Yes","People wouldn't eat as much as they would if they were at home alone, not being watched/supervised.","no",NA,22.471,22.471,30.026,1,1,"",164,79,107,"41.780395507812","-87.602699279785","-1",50,35,7,"control",-0.301078024318294,0.722244381231559,-0.217635786796317,0.203530570116948,-0.559524138343892,1.33151241763922,-0.562840794779791,8,-1,45,5,24,11,15,92
"R_4MljDbcUVmcaSix","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 13:51:42,2015-03-06 14:05:00,1,1,0,0,352.883,0,1,NA,1,1,1,10,7,9,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Female",18,"Yes","Whether or not a feeling of being watched contributes to how much and what types of food someone will eat.","yes",1,0,0,16.266,0,1,"",159,101,101,"41.780395507812","-87.602699279785","-1",55,13,13,"control",-0.777180321809572,-0.599288568340931,-0.316134742027408,-1.69260363217791,-0.465159948345418,-0.268540319523875,-0.0653724435863168,7.2,5.8,30,25,8.4,4.6,35.4,81
"R_0GkRlOmNjmuzxqJ","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 14:06:16,2015-03-06 14:26:29,1,1,0,0,357.103,0,1,NA,1,1,1,20,8,15,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","very satisfied","not at all","not at all",1,"Male",19,"Yes","","no",NA,0,0,30.03,0,1,"",122,103,84,"41.780395507812","-87.602699279785","-1",92,11,30,"control",0.175024273172984,-0.497632187604586,0.274858989359141,-0.0477489250724607,0.233135057643288,-0.413999659265974,1.34412121812853,12,18,60,32,9.6,1.4,51.4,133
"R_80bMHrPEpmgWBoN","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 14:27:13,2015-03-06 14:38:46,1,1,0,0,304.373,0,1,NA,1,1,1,12,7,15,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Male",18,"Yes","","yes",1,0,0,19.095,0,1,"",160,102,94,"41.780395507812","-87.602699279785","-1",54,12,20,"control",-0.586739402813061,-0.599288568340931,0.274858989359141,-0.911168981794851,-0.484032786345113,-0.341269989394924,0.515007299472737,12,8,36,18,8.4,3.6,29.6,86
"R_1Te309sujmuaYUR","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 14:40:35,2015-03-06 14:57:41,1,1,0,0,300.438,0,1,1,NA,1,1,20,10,5,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","&nbsp;","&nbsp;",1,"Male",19,"Yes","The more people feel watched, the less they will eat","no",NA,0,0,19.923,0,1,"",105,109,108,"41.780395507812","-87.602699279785","-1",109,5,6,"observed",0.175024273172984,-0.294319426131895,-0.710130562951775,-0.829425715910686,0.553973303638099,-0.850377678492272,-0.64575218664537,4,2,60,49,12,-7,44,120
"R_5mVAnE7eL72VHTf","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 15:01:29,2015-03-06 15:16:26,1,1,0,0,300.161,0,1,1,NA,1,1,10,5,30,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Female",18,"Yes","People will eat more if they don't think they're being watched","yes",1,0,0,21.193,0,1,"",172,107,72,"41.780395507812","-87.602699279785","-1",42,7,42,"observed",-0.777180321809572,-0.802601329813622,1.75234331782551,0.172561666202321,-0.71050684234145,-0.704918338750172,2.33905792051548,24,18,30,12,6,1,31,91
"R_6Xppow7LinnUm0t","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 15:24:57,2015-03-06 15:36:08,1,1,0,0,300.086,0,1,NA,1,1,1,7,12,18,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","&nbsp;","not at all",1,"Female",19,"Yes","People will report a smaller amount of food eaten when they feel watched.","yes",1,21.862,21.862,27.822,1,1,"",188,94,103,"41.780395507812","-87.602699279785","-1",26,20,11,"control",-1.06284170030434,-0.0910066646592043,0.570355855052416,-0.583492509911127,-1.01247225033657,0.240567369573473,-0.231195227317475,14.4,-3.4,21,5,14.4,5.6,7.2,57
"R_6yBK7d6dgLsEn7n","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 15:38:16,2015-03-06 15:58:40,1,1,0,0,300.137,0,1,NA,1,1,1,45,35,20,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Male",19,"Yes","How being observed consuming food influences how much food you consume.","yes",1,0,0,18.889,0,1,"",NA,89,100,"41.780395507812","-87.602699279785","-1",NA,25,14,"control",2.55553576062937,2.24709009227674,0.767353765514599,5.56997961842071,NA,0.604215718928721,0.0175389482792623,16,-2,135,NA,42,-17,-19,39
"R_79dhAJRL3FH3O7j","Default Response Set","Anonymous","","","128.135.100.111","0",2015-03-06 16:00:50,2015-03-06 16:14:46,1,1,0,0,300.137,0,1,1,NA,1,1,3,30,20,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Male",21,"Yes","Participants will eat less and healthier food if they believe they are being observed.","yes",1,0,0,25.194,0,1,"",206,72,80,"41.780395507812","-87.602699279785","-1",8,42,34,"observed",-1.44372353829736,1.73880818859501,0.767353765514599,1.06243841581225,-1.35218333433107,1.84062010673656,1.67576678559084,16,18,9,-1,36,6,23,84
"R_br0A7gFjlewOPgF","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 16:15:47,2015-03-06 16:28:26,1,1,0,0,300.124,0,1,NA,1,1,1,20,5,6,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Female",20,"No","How people watching your food intake affects what you eat","yes",1,0,0,17.027,0,1,"",86,108,106,"41.780395507812","-87.602699279785","-1",128,6,8,"control",0.175024273172984,-0.802601329813622,-0.611631607720683,-1.23920866436132,0.9125572256323,-0.777648008621222,-0.479929402914212,4.8,3.2,60,68,6,0,71.2,142
"R_bPXWdLaAYu8tukt","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 16:33:53,2015-03-06 16:44:21,1,1,0,0,300.122,0,1,NA,1,1,1,16,19,15,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","not at all","not at all",1,"Male",22,"Yes","People consume mm more than other foods when presented the options, even though they know what they taste like. Also people do not pay attention to how many of unhealthy food the eat (over consume)","yes",1,0,0,16.824,0,1,"",175,97,99,"41.780395507812","-87.602699279785","-1",39,17,15,"control",-0.205857564820038,0.620588000495213,0.274858989359141,0.689589425034316,-0.767125356340535,0.0223783599603239,0.100450340144841,12,3,48,-9,22.8,-5.8,-11.8,71
"R_9sE8UvaeEwRY1wh","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-06 16:50:36,2015-03-06 17:02:53,1,1,0,0,320.593,0,1,NA,1,1,1,20,5,15,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Male",19,"Yes","People would eat an even amount of each since we desire the saltiness, sweetness, and juiciness of each snack","yes",1,0,0,30.024,0,1,"",135,103,98,"41.780395507812","-87.602699279785","-1",79,11,16,"control",0.175024273172984,-0.802601329813622,0.274858989359141,-0.352718067281497,-0.0122118363527438,-0.413999659265974,0.18336173201042,12,4,60,19,6,5,28,106
"R_3NLoX48wG2f4iVv","Default Response Set","Anonymous","","","128.135.100.113","0",2015-03-06 17:09:39,2015-03-06 17:21:36,1,1,0,0,300.212,0,1,NA,1,1,1,20,5,7,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","very much","&nbsp;",1,"Female",18,"No","","yes",1,0,0,30.027,0,1,"",65,102,104,"41.780395507812","-87.602699279785","-1",149,12,10,"control",0.175024273172984,-0.802601329813622,-0.513132652489592,-1.14070970913023,1.30888682362589,-0.341269989394924,-0.314106619183054,5.6,4.4,60,89,6,6,99.4,171
"R_9MpCH2YL9SwVELb","Default Response Set","Anonymous","","","128.135.100.113","0",2015-03-06 17:28:08,2015-03-06 17:42:19,1,1,0,0,337.506,0,1,1,NA,1,1,30,8,3,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",18,"Yes","Will people's eating habits change when they think they are being watched?","yes",1,0,0,17.329,0,1,"",44,102,110,"41.780395507812","-87.602699279785","-1",170,12,4,"observed",1.12722886815554,-0.497632187604586,-0.907128473413958,-0.277531792863004,1.70521642161948,-0.341269989394924,-0.811574970376529,2.4,1.6,90,80,9.6,2.4,84,186
"R_bPcWL8llR603AZ7","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-09 14:08:24,2015-03-09 14:27:46,1,1,0,0,302.039,0,1,NA,1,1,1,15,3,4,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","not at all","not at all",1,"Female",22,"Yes","That people who feel that they're not being observed eat more than people who do feel observed","no",NA,0,0,30.028,0,1,"SS",138,107,108,"41.780395507812","-87.602699279785","-1",76,7,6,"control",-0.301078024318294,-1.00591409128631,-0.808629518182866,-2.11562163378747,-0.0688303503518281,-0.704918338750172,-0.64575218664537,3.2,2.8,45,31,3.6,3.4,37.2,89
"R_8knfkXLbJpeJzeZ","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-09 14:27:53,2015-03-09 14:49:40,1,1,0,0,300.142,0,1,1,NA,1,1,25,0,0,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Male",21,"Yes","The type of food eaten varies with time of day","no",NA,16.509,16.509,30.027,1,1,"SS",109,109,109,"41.780395507812","-87.602699279785","-1",105,5,5,"observed",0.651126570664262,-1.31088323349535,-1.20262533910723,-1.86238200193832,0.47848195163932,-0.850377678492272,-0.72866357851095,0,5,75,30,0,5,40,115
"R_eXUwu6R24AxGxPD","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-09 14:49:45,2015-03-09 15:20:31,1,1,0,0,300.128,0,1,NA,1,1,1,15,15,25,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","very satisfied","not at all","not at all",1,"Female",21,"No","To see how much food people eat when it's presented in large portions","yes",1,0,0,30.022,0,1,"SS",119,84,85,"41.780395507812","-87.602699279785","-1",95,30,29,"control",-0.301078024318294,0.213962477549832,1.25984854167006,1.17273299490159,0.289753571642372,0.967864068283969,1.26120982626295,20,9,45,50,18,12,71,154
"R_9AizE2R8g7HCFx3","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-09 15:20:37,2015-03-09 15:49:25,1,1,0,0,300.131,0,1,1,NA,1,1,35,30,50,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Male",19,"Yes","People are anxious when given timed instructions?","yes",1,0,0,27.076,0,1,"SS",15,79,61,"41.780395507812","-87.602699279785","-1",199,35,53,"observed",1.60333116564682,1.73880818859501,3.72232242244735,7.06446177668918,2.25252872361063,1.33151241763922,3.25108323103685,40,13,105,94,36,-1,106,287
"R_9TgxvXi1ASCLQIB","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-09 15:49:30,2015-03-09 16:58:14,1,1,0,0,300.128,0,1,NA,1,1,1,18,4,10,"&nbsp;","many","very much",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","very much",1,"Female",18,"Yes","People eat less when they feel like they are being observed.","yes",1,20.449,20.449,23.129,1,1,"",112,107,90,"41.780395507812","-87.602699279785","-1",102,7,24,"control",-0.015416645823527,-0.904257710549967,-0.217635786796317,-1.13731014316981,0.421863437640236,-0.704918338750172,0.846652866935053,8,16,54,48,4.8,2.2,66.2,133
